,dz_gb,N2_glob,zs_sig0,zs_sig1,zs_sig2,zs_sig3,zs_sig4,SSD_mean,SST_mean,SSS_mean,OBC,OHC,OSC
2010-02-15 00:00:00,0.6929516397633471,8.490901785884444e-06,0.5262084901851315,0.6158990147735192,0.70304975585169,0.7872767267453883,0.8682698742395746,24.29548515053291,18.70771,34.755993,1.3185122371475016e+19,-3.5761737e+19,-3.7657617e+17
2010-03-16 12:00:00,0.6939353851625698,8.530088794516805e-06,0.527114752224964,0.6168489583961656,0.7040421107156497,0.7883101041901128,0.8693428347562225,24.279964892831583,18.713022,34.761417,1.3185127828118958e+19,-3.575333e+19,-3.764702e+17
2010-04-16 00:00:00,0.6946429045789408,8.50890995892339e-06,0.5277978542038955,0.6175376673676671,0.7047362105097179,0.7890094164097003,0.870047254573478,24.285685045015214,18.62193,34.76365,1.3185132218345914e+19,-3.574866e+19,-3.763871e+17
2010-05-16 12:00:00,0.694086577328065,8.40187404556935e-06,0.5273158910483666,0.617002356735945,0.7041490351599373,0.7883720743900012,0.86936160960942,24.32462076879538,18.473957,34.764324,1.3185129558802774e+19,-3.575459e+19,-3.7636812e+17
2010-06-16 00:00:00,0.6924779899952626,8.314965816787625e-06,0.5258756482123238,0.6154536787253554,0.7024949952741608,0.7866161361761078,0.8675075014743807,24.355568707854264,18.387537,34.754814,1.3185121074263648e+19,-3.577001e+19,-3.7645055e+17
2010-07-16 12:00:00,0.690538252082316,8.323214830477153e-06,0.5241528066166434,0.6135922462964198,0.7004989244557266,0.7844898783532239,0.865255847486459,24.347836141502878,18.388561,34.72326,1.3185110789032628e+19,-3.5789737e+19,-3.766424e+17
2010-08-16 12:00:00,0.6894436723312555,8.374798741945635e-06,0.5232236514188826,0.612554592457457,0.6993558541942279,0.7832448996085889,0.8639127871454042,24.32230175638785,18.450655,34.701122,1.3185105296711879e+19,-3.5802843e+19,-3.767805e+17
2010-09-16 00:00:00,0.6894904099973824,8.33627998217138e-06,0.5233140541745747,0.6126125430594508,0.6993822627891871,0.78324082669773,0.8638794260219267,24.333831135529138,18.374533,34.69484,1.3185105963092765e+19,-3.5804822e+19,-3.768371e+17
2010-10-16 12:00:00,0.6902256240414341,8.208988196510425e-06,0.5239754027396855,0.6133172622593263,0.700129116749631,0.7840284161982515,0.8647062412328714,24.383583407705345,18.166138,34.704372,1.3185110311295998e+19,-3.579726e+19,-3.768368e+17
2010-11-16 00:00:00,0.6908267819973101,8.128870338780615e-06,0.5244504472489695,0.6138773228847076,0.7007717982137268,0.7847509511522096,0.8655055608150554,24.419242207056463,18.080648,34.722282,1.3185113346552314e+19,-3.5787672e+19,-3.7680868e+17
2010-12-16 12:00:00,0.6910691186605578,8.14392693373255e-06,0.524536656980564,0.6140734391067454,0.7010747602477432,0.7851571928332259,0.8660110799698124,24.419541615897547,18.169947,34.7346,1.3185113868094155e+19,-3.5778493e+19,-3.7676243e+17
2011-01-16 12:00:00,0.6914169061565286,8.233478414595463e-06,0.5247283165850926,0.6143701969214119,0.7014736976017591,0.7856549184746765,0.8666038004495069,24.392238541002456,18.33719,34.737724,1.3185115061093642e+19,-3.5768857e+19,-3.7670354e+17
2011-02-15 00:00:00,0.6922980177599221,8.360888198188424e-06,0.5254789921274393,0.6152020383984039,0.702384427585686,0.7866419503406902,0.8676643195832654,24.345896282410962,18.51021,34.73983,1.3185119440220252e+19,-3.5758137e+19,-3.76596e+17
2011-03-16 12:00:00,0.6934353348966443,8.413809704452893e-06,0.5265238408214507,0.6162997327993477,0.7035334481015194,0.7878406283343463,0.8689109162007924,24.325166192051405,18.540836,34.74419,1.3185125592420768e+19,-3.57483e+19,-3.764645e+17
2011-04-16 00:00:00,0.6941232003475988,8.39351941813886e-06,0.5271846146683647,0.6169685377835548,0.7042100138136212,0.7885247104893807,0.8696023325524618,24.330506772525833,18.456573,34.745163,1.3185129614935366e+19,-3.5743898e+19,-3.763746e+17
2011-05-16 12:00:00,0.6936936657134763,8.324740691098364e-06,0.5268179198460107,0.6165590740009341,0.7037589641813147,0.7880334387404629,0.8690723451048874,24.35506075500651,18.366577,34.749756,1.3185127376113256e+19,-3.5748978e+19,-3.7634785e+17
2011-06-16 00:00:00,0.6921445252449817,8.260888840355618e-06,0.5254409445566595,0.6150742655876178,0.7021693742699018,0.7863425118366578,0.8672837952780369,24.37859228965864,18.299314,34.742043,1.3185118896381635e+19,-3.5765145e+19,-3.7644845e+17
2011-07-16 12:00:00,0.6903462792863337,8.273754648001578e-06,0.5238520880045722,0.6133553085607282,0.7003240173548313,0.7843749246473177,0.8651984660102805,24.370217635311942,18.317186,34.715687,1.3185109043564155e+19,-3.5784956e+19,-3.766666e+17
2011-08-16 12:00:00,0.6895356447827782,8.349515760064246e-06,0.5231923691080359,0.6125961529051893,0.699468249147207,0.7834257684784616,0.8641594541701688,24.335506448576655,18.398409,34.690186,1.3185104840602018e+19,-3.5797218e+19,-3.768339e+17
2011-09-16 00:00:00,0.6896912769284042,8.317909238153891e-06,0.5233847086233162,0.6127587110875792,0.6996018629549264,0.783531419902221,0.8642382578722884,24.346393342558578,18.312538,34.683586,1.3185106017063057e+19,-3.5798583e+19,-3.768845e+17
