time,depth,N2_mean,CoM
2000-07-16 12:00:00,10.0,7.091325451999888e-06,0.6878417565335899
2000-08-16 12:00:00,10.0,7.199608450114385e-06,0.6881117927465102
2000-09-16 00:00:00,10.0,7.202242440994943e-06,0.6881073715424577
2000-10-16 12:00:00,10.0,7.1127671700322745e-06,0.687869303156943
2000-11-16 00:00:00,10.0,7.059720938791577e-06,0.6877343623544047
2000-12-16 12:00:00,10.0,7.059041720879146e-06,0.6877423218209402
2001-01-16 12:00:00,10.0,7.1515484913910835e-06,0.6879843983623617
2001-02-15 00:00:00,10.0,7.232807256853365e-06,0.6881892511493404
2001-03-16 12:00:00,10.0,7.326914917074833e-06,0.6884114309891968
2001-04-16 00:00:00,10.0,7.291417783423036e-06,0.6883115166479231
2001-05-16 12:00:00,10.0,7.20240150228419e-06,0.6880934905788902
2001-06-16 00:00:00,10.0,7.154755193830262e-06,0.6879892441645761
2001-07-16 12:00:00,10.0,7.180717052956109e-06,0.688062416143893
2001-08-16 12:00:00,10.0,7.24870594075378e-06,0.6882321511913749
2001-09-16 00:00:00,10.0,7.271552799110694e-06,0.6882774200896938
2001-10-16 12:00:00,10.0,7.172484862351666e-06,0.6880236791199295
2001-11-16 00:00:00,10.0,7.106592702430188e-06,0.6878604051683072
2001-12-16 12:00:00,10.0,7.11397855457782e-06,0.687887369015739
2002-01-16 12:00:00,10.0,7.222920391497469e-06,0.6881660341477067
2002-02-15 00:00:00,10.0,7.289432454275556e-06,0.6883312805951424
2002-03-16 12:00:00,10.0,7.3520600575304905e-06,0.6884751479233988
2002-04-16 00:00:00,10.0,7.320133973859333e-06,0.6883875476834589
2002-05-16 12:00:00,10.0,7.226599149775109e-06,0.6881581865926504
2002-06-16 00:00:00,10.0,7.1608360125494905e-06,0.6880009118389007
2002-07-16 12:00:00,10.0,7.165979279994184e-06,0.6880203308201094
2002-08-16 12:00:00,10.0,7.2461303658103495e-06,0.6882180901765055
2002-09-16 00:00:00,10.0,7.244056058038426e-06,0.6882008688274286
2002-10-16 12:00:00,10.0,7.210185996015553e-06,0.6881042175602177
2002-11-16 00:00:00,10.0,7.146528930856317e-06,0.6879401919162256
2002-12-16 12:00:00,10.0,7.149359384742203e-06,0.6879607407049116
2003-01-16 12:00:00,10.0,7.228355971582474e-06,0.6881685740926976
2003-02-15 00:00:00,10.0,7.303150778530492e-06,0.6883598689022553
2003-03-16 12:00:00,10.0,7.345751420559438e-06,0.6884576213519605
2003-04-16 00:00:00,10.0,7.307846828305949e-06,0.6883508724599796
2003-05-16 12:00:00,10.0,7.206462509485255e-06,0.688103321067064
2003-06-16 00:00:00,10.0,7.176065451506475e-06,0.6880381824520805
2003-07-16 12:00:00,10.0,7.241482446542822e-06,0.6882062489176669
2003-08-16 12:00:00,10.0,7.331251003272107e-06,0.6884280162272329
2003-09-16 00:00:00,10.0,7.331544103638117e-06,0.6884165704322753
2003-10-16 12:00:00,10.0,7.241708020024768e-06,0.688183848908203
2003-11-16 00:00:00,10.0,7.170812471262264e-06,0.6880047041845625
2003-12-16 12:00:00,10.0,7.167309065649133e-06,0.6880058432022346
2004-01-16 12:00:00,10.0,7.22703154157443e-06,0.6881667200863901
2004-02-15 12:00:00,10.0,7.314500117630717e-06,0.6883876331523858
2004-03-16 12:00:00,10.0,7.307265351727911e-06,0.6883632020879521
2004-04-16 00:00:00,10.0,7.300334242646682e-06,0.6883346272489634
2004-05-16 12:00:00,10.0,7.178246935777571e-06,0.6880378313558213
2004-06-16 00:00:00,10.0,7.106268499766927e-06,0.6878687433017461
2004-07-16 12:00:00,10.0,7.189929456862046e-06,0.6880783342234474
2004-08-16 12:00:00,10.0,7.285585983757693e-06,0.6883170249524106
2004-09-16 00:00:00,10.0,7.289303832126942e-06,0.6883155818990101
2004-10-16 12:00:00,10.0,7.198041503811813e-06,0.6880780278740845
2004-11-16 00:00:00,10.0,7.157485166093311e-06,0.68797432838218
2004-12-16 12:00:00,10.0,7.18002128685493e-06,0.688039389963948
2005-01-16 12:00:00,10.0,7.2478439034178625e-06,0.6882208039907024
2005-02-15 00:00:00,10.0,7.301687907558634e-06,0.688358268157025
2005-03-16 12:00:00,10.0,7.362472406207259e-06,0.6884987337372319
2005-04-16 00:00:00,10.0,7.303472337682839e-06,0.6883439071870663
2005-05-16 12:00:00,10.0,7.242802833675892e-06,0.6881933663837504
2005-06-16 00:00:00,10.0,7.188396932790765e-06,0.6880699555496436
2005-07-16 12:00:00,10.0,7.235538582192092e-06,0.6881947599653235
2005-08-16 12:00:00,10.0,7.3189727131180935e-06,0.6884013706423403
2005-09-16 00:00:00,10.0,7.272640217639872e-06,0.6882793054739956
2005-10-16 12:00:00,10.0,7.18174179644405e-06,0.68804036100277
2005-11-16 00:00:00,10.0,7.0950450648705515e-06,0.687822863583361
2005-12-16 12:00:00,10.0,7.104486228783105e-06,0.6878552594685972
2006-01-16 12:00:00,10.0,7.1801378508361816e-06,0.6880559088028892
2006-02-15 00:00:00,10.0,7.260213796108702e-06,0.688256753219051
2006-03-16 12:00:00,10.0,7.307943592832179e-06,0.6883639768319775
2006-04-16 00:00:00,10.0,7.297275110671106e-06,0.6883271513285879
2006-05-16 12:00:00,10.0,7.231161920942385e-06,0.6881662000971142
2006-06-16 00:00:00,10.0,7.1619615503097835e-06,0.6880052443065687
2006-07-16 12:00:00,10.0,7.19474461804006e-06,0.6880955117295622
2006-08-16 12:00:00,10.0,7.3030788835449405e-06,0.6883614982786758
2006-09-16 00:00:00,10.0,7.309290158826526e-06,0.6883647181811285
2006-10-16 12:00:00,10.0,7.203347775435376e-06,0.6880890022262928
2006-11-16 00:00:00,10.0,7.179208038924155e-06,0.6880234767195326
2006-12-16 12:00:00,10.0,7.196750301488899e-06,0.6880785298208112
2007-01-16 12:00:00,10.0,7.224616383327968e-06,0.6881610183058018
2007-02-15 00:00:00,10.0,7.304895864561784e-06,0.688362811680627
2007-03-16 12:00:00,10.0,7.305308622181995e-06,0.6883572247094908
2007-04-16 00:00:00,10.0,7.278392049896957e-06,0.6882779063284867
2007-05-16 12:00:00,10.0,7.1965473555357504e-06,0.6880759737627541
2007-06-16 00:00:00,10.0,7.1545858019971066e-06,0.6879836114616865
2007-07-16 12:00:00,10.0,7.1734013102103756e-06,0.6880377229590295
2007-08-16 12:00:00,10.0,7.225364528757409e-06,0.688169405378054
2007-09-16 00:00:00,10.0,7.214516251880269e-06,0.6881325020947784
2007-10-16 12:00:00,10.0,7.092684349624884e-06,0.6878155178089201
2007-11-16 00:00:00,10.0,6.998066249123619e-06,0.6875780421676628
2007-12-16 12:00:00,10.0,6.988048787229841e-06,0.6875614421905648
2008-01-16 12:00:00,10.0,7.0756365648195575e-06,0.6877879739117938
2008-02-15 12:00:00,10.0,7.166994487091016e-06,0.688017155008024
2008-03-16 12:00:00,10.0,7.230345704507629e-06,0.6881654735450291
2008-04-16 00:00:00,10.0,7.212737944765582e-06,0.6881147962770336
2008-05-16 12:00:00,10.0,7.146137729696689e-06,0.6879525618746408
2008-06-16 00:00:00,10.0,7.095810559857747e-06,0.6878402837387309
2008-07-16 12:00:00,10.0,7.169635434670275e-06,0.6880321303765053
2008-08-16 12:00:00,10.0,7.257557672051558e-06,0.6882519812158094
2008-09-16 00:00:00,10.0,7.254822449367081e-06,0.688234810978187
2008-10-16 12:00:00,10.0,7.164161277615652e-06,0.6879951325379874
2008-11-16 00:00:00,10.0,7.076267076871602e-06,0.6877741677824035
2008-12-16 12:00:00,10.0,7.077519249137932e-06,0.6877874156319493
2009-01-16 12:00:00,10.0,7.167184014272742e-06,0.6880170778172263
2009-02-15 00:00:00,10.0,7.242572436169118e-06,0.688204908704112
2009-03-16 12:00:00,10.0,7.305725134923664e-06,0.6883528914365411
2009-04-16 00:00:00,10.0,7.288885651703154e-06,0.6883033635153336
2009-05-16 12:00:00,10.0,7.237026604718692e-06,0.6881773128319462
2009-06-16 00:00:00,10.0,7.222382723242286e-06,0.68815483478977
2009-07-16 12:00:00,10.0,7.264247310085184e-06,0.6882654406787012
2009-08-16 12:00:00,10.0,7.3362244560784445e-06,0.688443190024246
2009-09-16 00:00:00,10.0,7.311108885837316e-06,0.6883704704827859
2009-10-16 12:00:00,10.0,7.246400112552468e-06,0.6881948268414096
2009-11-16 00:00:00,10.0,7.185565559250918e-06,0.6880398088321976
2009-12-16 12:00:00,10.0,7.217010299598828e-06,0.6881307243248451
2010-01-16 12:00:00,10.0,7.267355305252057e-06,0.688270434757799
2010-02-15 00:00:00,10.0,7.3546733154832585e-06,0.6884907838817156
2010-03-16 12:00:00,10.0,7.392881680934478e-06,0.6885735020737199
2010-04-16 00:00:00,10.0,7.37701815782279e-06,0.6885206470390838
2010-05-16 12:00:00,10.0,7.277580364238379e-06,0.688277772333202
2010-06-16 00:00:00,10.0,7.1972119426406074e-06,0.6880941480348023
2010-07-16 12:00:00,10.0,7.212488609102189e-06,0.6881411925617056
2010-08-16 12:00:00,10.0,7.2729096555231185e-06,0.6882961597722691
2010-09-16 00:00:00,10.0,7.243816848467086e-06,0.6882178594991439
2010-10-16 12:00:00,10.0,7.122829936022727e-06,0.6879012004926951
2010-11-16 00:00:00,10.0,7.037939976876139e-06,0.6876875098039714
2010-12-16 12:00:00,10.0,7.040677846713093e-06,0.6877051556339939
2011-01-16 12:00:00,10.0,7.111704354168825e-06,0.6878900952219619
2011-02-15 00:00:00,10.0,7.22807476673674e-06,0.6881776573899541
2011-03-16 12:00:00,10.0,7.279473200471437e-06,0.6882944248431075
2011-04-16 00:00:00,10.0,7.264760930712364e-06,0.6882456280224288
2011-05-16 12:00:00,10.0,7.2014122212460186e-06,0.6880926817885251
2011-06-16 00:00:00,10.0,7.14042004259766e-06,0.6879529235083688
2011-07-16 12:00:00,10.0,7.15808363314158e-06,0.6880066797011017
2011-08-16 12:00:00,10.0,7.242216045023222e-06,0.6882156962022157
2011-09-16 00:00:00,10.0,7.216283686109512e-06,0.68813829490329
2011-10-16 12:00:00,10.0,7.133255766138079e-06,0.687918323190001
2011-11-16 00:00:00,10.0,7.074031220028773e-06,0.6877670813823966
2011-12-16 12:00:00,10.0,7.0388259201257525e-06,0.687688206680763
2012-01-16 12:00:00,10.0,7.129017942392134e-06,0.6879227916056095
2012-02-15 12:00:00,10.0,7.255191290726585e-06,0.6882360440991183
2012-03-16 12:00:00,10.0,7.2842674765252655e-06,0.6882985399942573
2012-04-16 00:00:00,10.0,7.276293960382069e-06,0.6882659935207345
2012-05-16 12:00:00,10.0,7.230922372880456e-06,0.6881564501858406
2012-06-16 00:00:00,10.0,7.155330306573239e-06,0.6879846385448873
2012-07-16 12:00:00,10.0,7.212422553788043e-06,0.6881382122692057
2012-08-16 12:00:00,10.0,7.3000343566299055e-06,0.6883600030124374
2012-09-16 00:00:00,10.0,7.2882701741177915e-06,0.6883190862995162
2012-10-16 12:00:00,10.0,7.2083474878189835e-06,0.6881045801944121
2012-11-16 00:00:00,10.0,7.163764387776555e-06,0.687989446590295
2012-12-16 12:00:00,10.0,7.173701547929032e-06,0.6880213639238286
2013-01-16 12:00:00,10.0,7.2061651275753395e-06,0.6881197167939016
2013-02-15 00:00:00,10.0,7.304090563836708e-06,0.688364506962975
2013-03-16 12:00:00,10.0,7.348950493510366e-06,0.6884619086115265
2013-04-16 00:00:00,10.0,7.3306270751836035e-06,0.6884052628137445
2013-05-16 12:00:00,10.0,7.216661380014987e-06,0.6881301472982919
2013-06-16 00:00:00,10.0,7.1329079814901585e-06,0.6879393618506056
2013-07-16 12:00:00,10.0,7.207405112318909e-06,0.6881360123380681
2013-08-16 12:00:00,10.0,7.303269198731502e-06,0.6883763127333826
2013-09-16 00:00:00,10.0,7.303130259230278e-06,0.6883610852505763
2013-10-16 12:00:00,10.0,7.199901223708212e-06,0.6880887253460017
2013-11-16 00:00:00,10.0,7.142924474582039e-06,0.687942816306414
2013-12-16 12:00:00,10.0,7.159186137125658e-06,0.6879942765109537
2014-01-16 12:00:00,10.0,7.228645024207771e-06,0.6881771066978061
2014-02-15 00:00:00,10.0,7.3163730877978824e-06,0.6883889487842091
2014-03-16 12:00:00,10.0,7.376368074563314e-06,0.6885232483727964
2014-04-16 00:00:00,10.0,7.367935383312934e-06,0.6884959132196921
2014-05-16 12:00:00,10.0,7.310099365656427e-06,0.6883573499753007
2014-06-16 00:00:00,10.0,7.2574780702682535e-06,0.6882438666978041
2014-07-16 12:00:00,10.0,7.275226295750078e-06,0.6882994176407606
2014-08-16 12:00:00,10.0,7.3816334966599676e-06,0.6885619728290375
2014-09-16 00:00:00,10.0,7.393271302352747e-06,0.6885772571605537
2014-10-16 12:00:00,10.0,7.301905197350483e-06,0.6883306366715689
2014-11-16 00:00:00,10.0,7.225631606573149e-06,0.6881349590821034
2014-12-16 12:00:00,10.0,7.231564580169867e-06,0.6881592859686666
2015-01-16 12:00:00,10.0,7.304180956894755e-06,0.688349930980935
2015-02-15 00:00:00,10.0,7.384329967064141e-06,0.6885501890779107
2015-03-16 12:00:00,10.0,7.417668289272301e-06,0.6886267333691289
2015-04-16 00:00:00,10.0,7.4389260881436126e-06,0.6886684152179483
2015-05-16 12:00:00,10.0,7.382403822726591e-06,0.6885272964708106
2015-06-16 00:00:00,10.0,7.341921181248871e-06,0.6884363203379871
2015-07-16 12:00:00,10.0,7.395221664550866e-06,0.6885755476403084
2015-08-16 12:00:00,10.0,7.512685524516901e-06,0.6888664871697532
2015-09-16 00:00:00,10.0,7.534460149514545e-06,0.6889106884702376
2015-10-16 12:00:00,10.0,7.44915576960485e-06,0.6886849454884789
2015-11-16 00:00:00,10.0,7.415787111662836e-06,0.6885970801257578
2015-12-16 12:00:00,10.0,7.436361025040393e-06,0.6886594641355286
2016-01-16 12:00:00,10.0,7.512752827186791e-06,0.688862941388797
2016-02-15 12:00:00,10.0,7.546002759273446e-06,0.688950723340261
2016-03-16 12:00:00,10.0,7.585601949834409e-06,0.6890377155960551
2016-04-16 00:00:00,10.0,7.525334273758218e-06,0.6888778000496089
2016-05-16 12:00:00,10.0,7.420097559591012e-06,0.6886209930588847
2016-06-16 00:00:00,10.0,7.349911758682163e-06,0.688466787031938
2016-07-16 12:00:00,10.0,7.374258218250355e-06,0.688541442390356
2016-08-16 12:00:00,10.0,7.429643250394603e-06,0.6886837369996885
2016-09-16 00:00:00,10.0,7.41333243475186e-06,0.6886348895300097
2016-10-16 12:00:00,10.0,7.319207213477585e-06,0.6883862638915346
2016-11-16 00:00:00,10.0,7.243048683909459e-06,0.6881867608719724
2016-12-16 12:00:00,10.0,7.276570221429465e-06,0.6882791400985914
2017-01-16 12:00:00,10.0,7.372846606920114e-06,0.688536751830623
2017-02-15 00:00:00,10.0,7.460406097314889e-06,0.6887570677620286
2017-03-16 12:00:00,10.0,7.494072484867755e-06,0.6888279544992303
2017-04-16 00:00:00,10.0,7.46868513264545e-06,0.6887496739226336
2017-05-16 12:00:00,10.0,7.367826036902469e-06,0.6884994476766296
2017-06-16 00:00:00,10.0,7.2939344104135e-06,0.6883264502712984
2017-07-16 12:00:00,10.0,7.348011811773267e-06,0.6884704434020686
2017-08-16 12:00:00,10.0,7.418560863808392e-06,0.688649980076449
2017-09-16 00:00:00,10.0,7.350292455640295e-06,0.6884735339552653
2017-10-16 12:00:00,10.0,7.222131754628058e-06,0.6881436658683888
2017-11-16 00:00:00,10.0,7.16541900582295e-06,0.6879970541535795
2017-12-16 06:00:00,10.0,7.159430170579865e-06,0.6879891326920686
1992-01-16 18:00:00,20.0,7.171828563319225e-06,0.6879418295429469
1992-02-15 12:00:00,20.0,7.2407697869283435e-06,0.6882846347836622
1992-03-16 12:00:00,20.0,7.2251826029467695e-06,0.6881890663829147
1992-04-16 00:00:00,20.0,7.231485228657837e-06,0.6881881959363504
1992-05-16 12:00:00,20.0,7.155251514387941e-06,0.6878146498594985
1992-06-16 00:00:00,20.0,7.071664992141807e-06,0.6874581302945832
1992-07-16 12:00:00,20.0,7.067786243965673e-06,0.6874643310646464
1992-08-16 12:00:00,20.0,7.124121136095912e-06,0.6877651013655052
1992-09-16 00:00:00,20.0,7.093353454997834e-06,0.6876188062101453
1992-10-16 12:00:00,20.0,6.99700794934665e-06,0.6871003047701955
1992-11-16 00:00:00,20.0,6.929597536747538e-06,0.686728191189761
1992-12-16 12:00:00,20.0,6.96336831678943e-06,0.6868962446531167
1993-01-16 12:00:00,20.0,7.071941406881874e-06,0.6874554468860878
1993-02-15 00:00:00,20.0,7.1472376743646045e-06,0.6878118690334106
1993-03-16 12:00:00,20.0,7.1990619335849534e-06,0.6880425840712936
1993-04-16 00:00:00,20.0,7.199898691803735e-06,0.6880320993762814
1993-05-16 12:00:00,20.0,7.128411803657323e-06,0.6876933207226098
1993-06-16 00:00:00,20.0,7.046073965597372e-06,0.6873330390568453
1993-07-16 12:00:00,20.0,7.0491818563173735e-06,0.6873924250739704
1993-08-16 12:00:00,20.0,7.093213655184609e-06,0.687643093921767
1993-09-16 00:00:00,20.0,7.127519515686461e-06,0.687798424084876
1993-10-16 12:00:00,20.0,7.044742507915489e-06,0.687345496051281
1993-11-16 00:00:00,20.0,7.015335540849955e-06,0.68716004556356
1993-12-16 12:00:00,20.0,7.0251463121156295e-06,0.6871912804683277
1994-01-16 12:00:00,20.0,7.104783385872097e-06,0.6876013015951261
1994-02-15 00:00:00,20.0,7.162277330398464e-06,0.6878779751178387
1994-03-16 12:00:00,20.0,7.211405319062913e-06,0.6880858650820953
1994-04-16 00:00:00,20.0,7.187160759607073e-06,0.6879581737155114
1994-05-16 12:00:00,20.0,7.109466171735734e-06,0.6876016864086409
1994-06-16 00:00:00,20.0,7.0264969321315525e-06,0.6872396561158405
1994-07-16 12:00:00,20.0,7.058775380472901e-06,0.6874310933312728
1994-08-16 12:00:00,20.0,7.164349940580665e-06,0.6879844722816837
1994-09-16 00:00:00,20.0,7.175117974680717e-06,0.688034588804581
1994-10-16 12:00:00,20.0,7.13229076840236e-06,0.6877822273138048
1994-11-16 00:00:00,20.0,7.080826896566551e-06,0.6874911545079588
1994-12-16 12:00:00,20.0,7.085219802540561e-06,0.6875071102918626
1995-01-16 12:00:00,20.0,7.16984863260562e-06,0.6879288717147143
1995-02-15 00:00:00,20.0,7.265436749014969e-06,0.6883865991281393
1995-03-16 12:00:00,20.0,7.292755626544988e-06,0.6885023111595332
1995-04-16 00:00:00,20.0,7.258613150113109e-06,0.6883296116047317
1995-05-16 12:00:00,20.0,7.170531635341548e-06,0.6879195490855957
1995-06-16 00:00:00,20.0,7.11165980431827e-06,0.6876750607224483
1995-07-16 12:00:00,20.0,7.163670584884262e-06,0.6879722655519792
1995-08-16 12:00:00,20.0,7.207273350678256e-06,0.6882203473438359
1995-09-16 00:00:00,20.0,7.1831586334734985e-06,0.6880972165773018
1995-10-16 12:00:00,20.0,7.109345107883017e-06,0.6876919968708647
1995-11-16 00:00:00,20.0,7.046360334969531e-06,0.6873379343580743
1995-12-16 12:00:00,20.0,7.061908278816811e-06,0.6873965717871798
1996-01-16 12:00:00,20.0,7.1548674493904405e-06,0.6878507968926595
1996-02-15 12:00:00,20.0,7.254627954250798e-06,0.6883298131286606
1996-03-16 12:00:00,20.0,7.275418773690918e-06,0.6884056200554576
1996-04-16 00:00:00,20.0,7.230142727913315e-06,0.6881911665589318
1996-05-16 12:00:00,20.0,7.152649475096466e-06,0.6878345620267488
1996-06-16 00:00:00,20.0,7.0983387795066185e-06,0.6876054396116881
1996-07-16 12:00:00,20.0,7.123288303710736e-06,0.6877667327202858
1996-08-16 12:00:00,20.0,7.18910202627909e-06,0.6881298718037991
1996-09-16 00:00:00,20.0,7.1824049059087405e-06,0.6880969002015171
1996-10-16 12:00:00,20.0,7.068056202022719e-06,0.6874971108133964
1996-11-16 00:00:00,20.0,6.997219294862073e-06,0.6871122346637375
1996-12-16 12:00:00,20.0,7.013267731738973e-06,0.6871891574079737
1997-01-16 12:00:00,20.0,7.101210816517031e-06,0.6876289681527533
1997-02-15 00:00:00,20.0,7.19349375774713e-06,0.6880861775440951
1997-03-16 12:00:00,20.0,7.260076873704493e-06,0.688382707676244
1997-04-16 00:00:00,20.0,7.261025566399152e-06,0.6883755897653561
1997-05-16 12:00:00,20.0,7.212045710297417e-06,0.6881479927449633
